               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.039722,           0.0054649,                   0,             0.91491,             0.82178,             0.87372,             0.43844,            0.041848,           0.0058562,                   0,           0.0084655,           0.0084655,           0.0084655
                 157,            0.039364,           0.0054782,                   0,             0.91469,             0.82303,             0.87392,             0.43821,            0.041847,           0.0058618,                   0,           0.0084556,           0.0084556,           0.0084556
                 158,             0.03986,           0.0053622,                   0,             0.91496,             0.82052,             0.87367,             0.43754,            0.041887,           0.0058628,                   0,           0.0084457,           0.0084457,           0.0084457
                 159,            0.039694,           0.0054909,                   0,             0.91302,             0.82209,             0.87355,             0.43775,            0.041887,           0.0058654,                   0,           0.0084358,           0.0084358,           0.0084358
                 160,            0.039241,           0.0054638,                   0,             0.90972,             0.82397,             0.87196,             0.43682,            0.041877,           0.0058609,                   0,           0.0084259,           0.0084259,           0.0084259
                 161,            0.039437,           0.0056036,                   0,              0.9093,             0.82415,             0.87172,             0.43718,            0.041883,           0.0058563,                   0,            0.008416,            0.008416,            0.008416
                 162,            0.039143,           0.0055076,                   0,             0.91027,             0.82444,             0.87139,             0.43756,            0.041875,           0.0058533,                   0,           0.0084061,           0.0084061,           0.0084061
                 163,            0.039807,            0.005508,                   0,             0.91134,             0.82571,             0.87133,             0.43719,            0.041871,            0.005858,                   0,           0.0083962,           0.0083962,           0.0083962
                 164,              0.0393,           0.0054147,                   0,             0.91063,             0.82272,             0.87063,             0.43786,             0.04185,           0.0058554,                   0,           0.0083863,           0.0083863,           0.0083863
                 165,             0.03916,           0.0054285,                   0,             0.91204,             0.82209,              0.8692,             0.43803,            0.041843,           0.0058512,                   0,           0.0083764,           0.0083764,           0.0083764
                 166,            0.039091,           0.0055385,                   0,             0.91187,             0.82334,             0.86947,             0.43828,            0.041835,           0.0058419,                   0,           0.0083665,           0.0083665,           0.0083665
                 167,            0.039285,           0.0055636,                   0,             0.91009,              0.8246,             0.86943,             0.43881,            0.041822,           0.0058413,                   0,           0.0083566,           0.0083566,           0.0083566
                 168,            0.039052,           0.0056027,                   0,             0.90994,             0.82523,             0.86859,              0.4388,            0.041815,           0.0058386,                   0,           0.0083467,           0.0083467,           0.0083467
                 169,            0.038794,           0.0054937,                   0,             0.91374,              0.8246,             0.86925,             0.43905,            0.041806,            0.005835,                   0,           0.0083368,           0.0083368,           0.0083368
                 170,            0.039429,           0.0054724,                   0,             0.91519,             0.82619,             0.87039,             0.43891,            0.041807,           0.0058326,                   0,           0.0083269,           0.0083269,           0.0083269
                 171,             0.03919,           0.0054209,                   0,              0.9127,              0.8268,             0.86965,             0.43825,            0.041802,           0.0058283,                   0,            0.008317,            0.008317,            0.008317
                 172,            0.038946,           0.0055086,                   0,             0.91168,             0.82921,             0.86996,             0.43825,            0.041779,           0.0058242,                   0,           0.0083071,           0.0083071,           0.0083071
                 173,            0.038677,            0.005532,                   0,             0.91246,             0.82746,             0.87071,             0.43828,            0.041767,            0.005824,                   0,           0.0082972,           0.0082972,           0.0082972
                 174,             0.03899,           0.0053798,                   0,             0.91152,             0.82805,             0.87112,             0.43778,            0.041759,           0.0058222,                   0,           0.0082873,           0.0082873,           0.0082873
                 175,            0.038721,            0.005384,                   0,             0.91047,             0.82837,             0.87149,             0.43871,            0.041754,           0.0058199,                   0,           0.0082774,           0.0082774,           0.0082774
                 176,            0.038766,           0.0052598,                   0,             0.91029,              0.8278,             0.87118,             0.43788,            0.041751,             0.00582,                   0,           0.0082675,           0.0082675,           0.0082675
                 177,            0.038976,            0.005479,                   0,             0.91174,             0.83025,             0.87258,             0.43832,             0.04174,           0.0058217,                   0,           0.0082576,           0.0082576,           0.0082576
                 178,             0.03868,           0.0053983,                   0,             0.91318,             0.83169,             0.87335,             0.43881,            0.041726,            0.005823,                   0,           0.0082477,           0.0082477,           0.0082477
                 179,            0.039056,           0.0053859,                   0,             0.91103,              0.8337,             0.87317,             0.43848,            0.041721,            0.005822,                   0,           0.0082378,           0.0082378,           0.0082378
                 180,            0.038766,           0.0054688,                   0,             0.91258,             0.83307,              0.8735,               0.439,            0.041716,           0.0058202,                   0,           0.0082279,           0.0082279,           0.0082279
                 181,            0.038625,            0.005419,                   0,             0.91359,             0.83307,             0.87414,             0.43947,            0.041711,           0.0058212,                   0,            0.008218,            0.008218,            0.008218
                 182,            0.039213,           0.0054271,                   0,             0.91335,             0.83345,             0.87443,             0.44019,            0.041701,           0.0058203,                   0,           0.0082081,           0.0082081,           0.0082081
                 183,            0.038574,            0.005442,                   0,              0.9132,             0.83401,              0.8748,             0.44015,            0.041699,           0.0058179,                   0,           0.0081982,           0.0081982,           0.0081982
                 184,            0.038717,           0.0054946,                   0,             0.91374,             0.83422,             0.87467,             0.44066,            0.041692,           0.0058151,                   0,           0.0081883,           0.0081883,           0.0081883
                 185,            0.038487,           0.0055057,                   0,             0.91301,              0.8337,             0.87468,              0.4404,            0.041692,           0.0058153,                   0,           0.0081784,           0.0081784,           0.0081784
                 186,            0.038447,           0.0054024,                   0,             0.91345,             0.83339,              0.8751,             0.44033,            0.041688,           0.0058181,                   0,           0.0081685,           0.0081685,           0.0081685
                 187,            0.038625,           0.0053533,                   0,             0.91396,             0.83327,             0.87582,             0.44075,            0.041677,           0.0058186,                   0,           0.0081586,           0.0081586,           0.0081586
                 188,            0.038686,           0.0054321,                   0,             0.91481,             0.83244,             0.87539,              0.4411,            0.041671,           0.0058196,                   0,           0.0081487,           0.0081487,           0.0081487
                 189,            0.038491,            0.005382,                   0,             0.91357,             0.83246,             0.87518,             0.44076,            0.041661,           0.0058168,                   0,           0.0081388,           0.0081388,           0.0081388
                 190,            0.038285,           0.0053707,                   0,             0.91477,             0.83187,              0.8766,             0.44101,            0.041658,           0.0058136,                   0,           0.0081289,           0.0081289,           0.0081289
                 191,            0.038725,           0.0053519,                   0,             0.91727,              0.8315,             0.87626,             0.44087,             0.04165,           0.0058122,                   0,            0.008119,            0.008119,            0.008119
                 192,              0.0387,           0.0053907,                   0,             0.91676,             0.83281,             0.87633,             0.44065,            0.041646,            0.005813,                   0,           0.0081091,           0.0081091,           0.0081091
                 193,            0.038606,           0.0053572,                   0,             0.91637,             0.83307,             0.87644,              0.4405,            0.041642,           0.0058139,                   0,           0.0080992,           0.0080992,           0.0080992
                 194,             0.03795,           0.0053704,                   0,             0.91574,             0.83307,             0.87722,             0.44074,            0.041631,           0.0058147,                   0,           0.0080893,           0.0080893,           0.0080893
                 195,            0.037938,           0.0053439,                   0,             0.91631,             0.83307,             0.87726,             0.44062,            0.041624,           0.0058146,                   0,           0.0080794,           0.0080794,           0.0080794
                 196,            0.038204,            0.005486,                   0,              0.9161,             0.83251,             0.87679,             0.44078,            0.041608,           0.0058161,                   0,           0.0080695,           0.0080695,           0.0080695
                 197,            0.038484,           0.0053925,                   0,             0.91708,             0.83282,             0.87759,              0.4409,             0.04161,            0.005814,                   0,           0.0080596,           0.0080596,           0.0080596
                 198,            0.038834,           0.0053854,                   0,              0.9171,             0.83119,             0.87726,             0.44063,            0.041605,           0.0058115,                   0,           0.0080497,           0.0080497,           0.0080497
                 199,            0.038956,           0.0054712,                   0,             0.91737,             0.83213,             0.87707,             0.44068,            0.041609,           0.0058084,                   0,           0.0080398,           0.0080398,           0.0080398
                 200,            0.038301,           0.0054269,                   0,              0.9156,             0.83182,             0.87726,             0.44062,            0.041608,           0.0058072,                   0,           0.0080299,           0.0080299,           0.0080299
                 201,            0.038317,           0.0053427,                   0,             0.91492,             0.83433,             0.87767,             0.44088,            0.041603,           0.0058051,                   0,             0.00802,             0.00802,             0.00802
                 202,            0.038541,           0.0053357,                   0,             0.91658,             0.83088,             0.87679,               0.441,            0.041596,           0.0058022,                   0,           0.0080101,           0.0080101,           0.0080101
                 203,            0.037936,           0.0053209,                   0,             0.91675,             0.83277,             0.87752,             0.44094,            0.041598,           0.0058019,                   0,           0.0080002,           0.0080002,           0.0080002
                 204,            0.037942,           0.0053334,                   0,             0.91308,             0.83527,             0.87643,             0.44009,              0.0416,           0.0058023,                   0,           0.0079903,           0.0079903,           0.0079903
                 205,            0.037975,           0.0052828,                   0,              0.9123,             0.83464,             0.87654,             0.44018,            0.041594,           0.0058022,                   0,           0.0079804,           0.0079804,           0.0079804
                 206,            0.037609,           0.0053639,                   0,             0.91509,             0.83184,             0.87653,             0.44004,            0.041591,           0.0058009,                   0,           0.0079705,           0.0079705,           0.0079705
                 207,            0.038229,           0.0052977,                   0,             0.91129,             0.83488,             0.87648,             0.44003,            0.041586,           0.0058002,                   0,           0.0079606,           0.0079606,           0.0079606
                 208,            0.037707,           0.0054546,                   0,             0.91056,              0.8369,              0.8767,             0.44017,            0.041584,           0.0057996,                   0,           0.0079507,           0.0079507,           0.0079507
                 209,            0.037892,           0.0052853,                   0,             0.91061,             0.83746,             0.87687,             0.44049,            0.041576,           0.0057971,                   0,           0.0079408,           0.0079408,           0.0079408
                 210,            0.038401,           0.0053059,                   0,             0.91269,             0.83643,              0.8774,             0.44102,            0.041569,           0.0057944,                   0,           0.0079309,           0.0079309,           0.0079309
                 211,            0.037959,           0.0053068,                   0,             0.91365,             0.83621,             0.87723,             0.44097,            0.041565,           0.0057915,                   0,            0.007921,            0.007921,            0.007921
                 212,            0.037899,           0.0053279,                   0,             0.91204,             0.83715,             0.87808,             0.44084,            0.041561,           0.0057911,                   0,           0.0079111,           0.0079111,           0.0079111
                 213,            0.037868,           0.0054103,                   0,             0.91485,             0.83809,             0.87868,              0.4409,            0.041563,           0.0057905,                   0,           0.0079012,           0.0079012,           0.0079012
                 214,            0.037786,           0.0054241,                   0,             0.91429,             0.83746,             0.87825,             0.44096,            0.041562,           0.0057905,                   0,           0.0078913,           0.0078913,           0.0078913
                 215,            0.037582,           0.0052646,                   0,             0.91531,              0.8376,             0.87827,             0.44087,             0.04156,           0.0057907,                   0,           0.0078814,           0.0078814,           0.0078814
                 216,            0.037639,             0.00532,                   0,             0.91529,             0.83809,              0.8784,             0.44077,             0.04156,           0.0057906,                   0,           0.0078715,           0.0078715,           0.0078715
                 217,            0.037839,           0.0053493,                   0,             0.91585,             0.83621,             0.87752,             0.44072,             0.04156,           0.0057895,                   0,           0.0078616,           0.0078616,           0.0078616
                 218,            0.037627,           0.0053433,                   0,             0.91582,             0.83636,             0.87751,             0.44063,            0.041557,           0.0057888,                   0,           0.0078517,           0.0078517,           0.0078517
                 219,            0.037562,            0.005273,                   0,             0.91543,             0.83527,             0.87721,             0.44079,            0.041558,           0.0057881,                   0,           0.0078418,           0.0078418,           0.0078418
                 220,            0.037063,           0.0052985,                   0,             0.91658,             0.83527,              0.8781,             0.44116,            0.041563,           0.0057884,                   0,           0.0078319,           0.0078319,           0.0078319
                 221,            0.037588,           0.0052706,                   0,             0.91619,             0.83699,             0.87812,             0.44111,            0.041565,           0.0057878,                   0,            0.007822,            0.007822,            0.007822
                 222,            0.038038,           0.0053348,                   0,             0.91468,             0.83715,             0.87738,             0.44064,            0.041564,           0.0057869,                   0,           0.0078121,           0.0078121,           0.0078121
                 223,            0.038286,           0.0053911,                   0,             0.91483,             0.83778,             0.87783,             0.44081,             0.04156,           0.0057869,                   0,           0.0078022,           0.0078022,           0.0078022
                 224,            0.037894,           0.0053595,                   0,             0.91434,             0.83809,             0.87776,             0.44097,             0.04156,           0.0057868,                   0,           0.0077923,           0.0077923,           0.0077923
                 225,            0.037242,           0.0051982,                   0,              0.9154,             0.83858,             0.87804,             0.44075,             0.04156,           0.0057866,                   0,           0.0077824,           0.0077824,           0.0077824
                 226,            0.037846,           0.0053599,                   0,              0.9153,             0.83841,             0.87843,             0.44087,            0.041563,           0.0057874,                   0,           0.0077725,           0.0077725,           0.0077725
                 227,            0.037589,           0.0053555,                   0,             0.91575,             0.83715,             0.87792,             0.44068,            0.041559,           0.0057859,                   0,           0.0077626,           0.0077626,           0.0077626
                 228,            0.037736,           0.0053784,                   0,             0.91518,             0.83778,               0.878,             0.44065,            0.041562,           0.0057854,                   0,           0.0077527,           0.0077527,           0.0077527
                 229,            0.037803,           0.0052878,                   0,             0.91546,             0.83684,             0.87735,             0.44042,            0.041555,            0.005782,                   0,           0.0077428,           0.0077428,           0.0077428
                 230,            0.037437,           0.0053711,                   0,             0.91504,             0.83684,             0.87741,             0.44057,            0.041555,            0.005782,                   0,           0.0077329,           0.0077329,           0.0077329
                 231,            0.037565,           0.0053407,                   0,             0.91559,              0.8373,             0.87788,             0.44076,            0.041551,           0.0057797,                   0,            0.007723,            0.007723,            0.007723
                 232,             0.03749,           0.0052613,                   0,             0.91591,             0.83841,             0.87883,             0.44096,            0.041547,           0.0057782,                   0,           0.0077131,           0.0077131,           0.0077131
                 233,            0.037652,           0.0052207,                   0,             0.91568,             0.83824,             0.87834,             0.44086,            0.041544,           0.0057792,                   0,           0.0077032,           0.0077032,           0.0077032
                 234,            0.037262,           0.0052721,                   0,             0.91508,             0.83935,              0.8785,             0.44075,            0.041542,           0.0057779,                   0,           0.0076933,           0.0076933,           0.0076933
                 235,            0.037157,           0.0053035,                   0,             0.91523,             0.83935,             0.87891,             0.44046,            0.041536,           0.0057771,                   0,           0.0076834,           0.0076834,           0.0076834
                 236,            0.037584,           0.0053687,                   0,             0.91644,             0.83903,             0.87973,             0.44048,            0.041528,           0.0057744,                   0,           0.0076735,           0.0076735,           0.0076735
                 237,             0.03743,           0.0051772,                   0,             0.91531,             0.83935,             0.87931,             0.44035,            0.041526,            0.005772,                   0,           0.0076636,           0.0076636,           0.0076636
                 238,            0.037307,           0.0053935,                   0,              0.9151,             0.83873,             0.87886,              0.4403,            0.041521,           0.0057713,                   0,           0.0076537,           0.0076537,           0.0076537
                 239,            0.037608,           0.0052464,                   0,              0.9168,             0.83778,             0.87947,             0.44048,            0.041521,           0.0057717,                   0,           0.0076438,           0.0076438,           0.0076438
                 240,            0.037347,           0.0051835,                   0,             0.91857,             0.83529,             0.87909,             0.44026,            0.041524,           0.0057709,                   0,           0.0076339,           0.0076339,           0.0076339
                 241,            0.037318,           0.0052687,                   0,             0.91839,             0.83688,             0.87936,              0.4398,            0.041524,           0.0057696,                   0,            0.007624,            0.007624,            0.007624
                 242,            0.036715,           0.0052035,                   0,              0.9202,             0.83558,             0.87973,             0.44006,            0.041518,           0.0057691,                   0,           0.0076141,           0.0076141,           0.0076141
                 243,            0.036739,           0.0052311,                   0,             0.91898,             0.83637,             0.87899,             0.43994,            0.041522,           0.0057699,                   0,           0.0076042,           0.0076042,           0.0076042
                 244,            0.036962,           0.0051485,                   0,             0.91833,             0.83652,             0.87956,             0.44028,            0.041525,           0.0057695,                   0,           0.0075943,           0.0075943,           0.0075943
                 245,            0.037408,           0.0052506,                   0,             0.91757,             0.83684,             0.87913,             0.43991,            0.041522,           0.0057689,                   0,           0.0075844,           0.0075844,           0.0075844
                 246,            0.037252,           0.0052839,                   0,             0.91808,              0.8369,             0.87963,             0.44023,             0.04152,           0.0057673,                   0,           0.0075745,           0.0075745,           0.0075745
                 247,            0.037486,           0.0053178,                   0,             0.91797,             0.83575,             0.87932,             0.44044,            0.041522,           0.0057665,                   0,           0.0075646,           0.0075646,           0.0075646
                 248,            0.037391,           0.0052445,                   0,             0.91825,             0.83529,               0.879,             0.44035,            0.041527,           0.0057661,                   0,           0.0075547,           0.0075547,           0.0075547
                 249,             0.03668,           0.0051828,                   0,             0.91864,             0.83611,             0.87925,             0.44045,            0.041531,           0.0057677,                   0,           0.0075448,           0.0075448,           0.0075448
                 250,            0.037275,            0.005182,                   0,             0.91856,             0.83558,             0.87976,             0.44013,            0.041525,           0.0057677,                   0,           0.0075349,           0.0075349,           0.0075349
                 251,            0.037323,           0.0052381,                   0,             0.91897,             0.83625,              0.8801,             0.44028,             0.04152,           0.0057684,                   0,            0.007525,            0.007525,            0.007525
                 252,            0.037217,           0.0051983,                   0,              0.9192,             0.83558,             0.87974,             0.44041,            0.041518,           0.0057689,                   0,           0.0075151,           0.0075151,           0.0075151
                 253,            0.037356,           0.0051788,                   0,             0.91996,             0.83495,             0.88026,             0.44044,            0.041517,           0.0057695,                   0,           0.0075052,           0.0075052,           0.0075052
                 254,             0.03674,           0.0052063,                   0,             0.91912,             0.83444,             0.87983,             0.44082,            0.041518,           0.0057694,                   0,           0.0074953,           0.0074953,           0.0074953
                 255,            0.037134,           0.0053241,                   0,              0.9194,             0.83401,             0.87893,             0.44057,            0.041518,           0.0057694,                   0,           0.0074854,           0.0074854,           0.0074854
                 256,             0.03681,           0.0051838,                   0,             0.91943,             0.83426,             0.87937,             0.44019,            0.041522,           0.0057707,                   0,           0.0074755,           0.0074755,           0.0074755
                 257,            0.037011,           0.0052894,                   0,             0.91941,             0.83403,             0.88043,             0.44042,            0.041521,           0.0057714,                   0,           0.0074656,           0.0074656,           0.0074656
                 258,             0.03719,           0.0051262,                   0,             0.91939,             0.83381,             0.87969,             0.44061,            0.041523,           0.0057726,                   0,           0.0074557,           0.0074557,           0.0074557
                 259,            0.037155,           0.0052388,                   0,             0.91887,             0.83339,             0.87908,             0.44091,            0.041524,           0.0057725,                   0,           0.0074458,           0.0074458,           0.0074458
                 260,            0.036612,           0.0052048,                   0,             0.91836,             0.83307,             0.87868,             0.44063,            0.041525,           0.0057732,                   0,           0.0074359,           0.0074359,           0.0074359
                 261,            0.036872,           0.0053795,                   0,             0.91928,             0.83213,             0.87873,             0.44084,            0.041525,            0.005773,                   0,            0.007426,            0.007426,            0.007426
                 262,            0.036599,           0.0052585,                   0,             0.92085,             0.83213,             0.87904,              0.4413,            0.041523,           0.0057727,                   0,           0.0074161,           0.0074161,           0.0074161
                 263,            0.036752,           0.0052587,                   0,             0.92057,             0.83275,             0.87963,             0.44096,            0.041524,           0.0057728,                   0,           0.0074062,           0.0074062,           0.0074062
                 264,            0.036605,           0.0052324,                   0,              0.9193,             0.83284,             0.87926,             0.44082,            0.041523,           0.0057745,                   0,           0.0073963,           0.0073963,           0.0073963
                 265,            0.037435,           0.0052189,                   0,             0.92063,              0.8315,              0.8795,             0.44106,            0.041525,           0.0057746,                   0,           0.0073864,           0.0073864,           0.0073864
                 266,            0.037004,           0.0050841,                   0,              0.9207,             0.83025,             0.87973,              0.4411,             0.04153,           0.0057761,                   0,           0.0073765,           0.0073765,           0.0073765
                 267,            0.037547,           0.0052271,                   0,             0.92166,             0.83054,             0.87949,             0.44121,            0.041528,           0.0057769,                   0,           0.0073666,           0.0073666,           0.0073666
                 268,            0.037381,           0.0051441,                   0,             0.92131,             0.83088,             0.87959,             0.44098,            0.041524,           0.0057767,                   0,           0.0073567,           0.0073567,           0.0073567
                 269,            0.036549,           0.0052176,                   0,              0.9218,             0.83088,             0.87948,             0.44125,            0.041527,            0.005778,                   0,           0.0073468,           0.0073468,           0.0073468
                 270,            0.036538,           0.0050979,                   0,             0.92077,              0.8315,             0.87954,              0.4413,            0.041531,           0.0057786,                   0,           0.0073369,           0.0073369,           0.0073369
                 271,            0.036754,           0.0051086,                   0,             0.92203,             0.83118,             0.87914,             0.44148,            0.041526,           0.0057786,                   0,            0.007327,            0.007327,            0.007327
                 272,            0.036127,           0.0051207,                   0,             0.92065,             0.83119,             0.87927,             0.44165,            0.041524,           0.0057796,                   0,           0.0073171,           0.0073171,           0.0073171
                 273,            0.036585,           0.0052137,                   0,             0.92171,             0.83088,             0.87937,              0.4415,            0.041523,           0.0057799,                   0,           0.0073072,           0.0073072,           0.0073072
                 274,            0.036809,           0.0052009,                   0,             0.92145,              0.8315,             0.87952,             0.44175,            0.041519,           0.0057797,                   0,           0.0072973,           0.0072973,           0.0072973
                 275,            0.037017,           0.0052725,                   0,             0.91889,             0.83184,             0.87984,             0.44135,            0.041518,           0.0057795,                   0,           0.0072874,           0.0072874,           0.0072874
                 276,            0.036703,           0.0051711,                   0,             0.92049,             0.83182,             0.88005,             0.44124,            0.041516,           0.0057804,                   0,           0.0072775,           0.0072775,           0.0072775
                 277,            0.036442,           0.0052037,                   0,             0.92098,             0.83213,             0.88063,             0.44154,            0.041512,           0.0057793,                   0,           0.0072676,           0.0072676,           0.0072676
                 278,            0.036377,            0.005116,                   0,              0.9215,             0.83244,             0.88106,             0.44158,            0.041511,           0.0057784,                   0,           0.0072577,           0.0072577,           0.0072577
                 279,            0.035985,           0.0051344,                   0,             0.92117,             0.83235,              0.8812,             0.44128,            0.041506,           0.0057784,                   0,           0.0072478,           0.0072478,           0.0072478
                 280,             0.03632,           0.0051717,                   0,             0.92125,             0.83213,             0.88116,             0.44109,            0.041508,           0.0057786,                   0,           0.0072379,           0.0072379,           0.0072379
                 281,            0.036087,            0.005186,                   0,             0.92245,             0.83213,             0.88068,             0.44102,            0.041505,           0.0057792,                   0,            0.007228,            0.007228,            0.007228
                 282,            0.036564,           0.0051871,                   0,             0.92384,             0.83213,             0.88078,             0.44097,            0.041506,           0.0057781,                   0,           0.0072181,           0.0072181,           0.0072181
                 283,            0.036013,           0.0050279,                   0,             0.92288,              0.8315,             0.88072,             0.44088,            0.041506,            0.005777,                   0,           0.0072082,           0.0072082,           0.0072082
                 284,            0.036396,           0.0050021,                   0,             0.92491,             0.83213,              0.8818,              0.4409,            0.041509,           0.0057755,                   0,           0.0071983,           0.0071983,           0.0071983
                 285,            0.036107,           0.0051235,                   0,             0.92403,             0.83213,             0.88193,             0.44083,            0.041509,           0.0057748,                   0,           0.0071884,           0.0071884,           0.0071884
                 286,            0.036687,           0.0052329,                   0,             0.92435,              0.8315,             0.88074,             0.44085,            0.041506,            0.005774,                   0,           0.0071785,           0.0071785,           0.0071785
                 287,            0.036442,           0.0051784,                   0,             0.92488,             0.83182,             0.88116,             0.44101,            0.041505,           0.0057726,                   0,           0.0071686,           0.0071686,           0.0071686
                 288,            0.036592,            0.005251,                   0,              0.9249,             0.83182,             0.88133,             0.44077,            0.041509,           0.0057726,                   0,           0.0071587,           0.0071587,           0.0071587
                 289,            0.036588,           0.0052506,                   0,              0.9253,             0.83119,             0.88155,             0.44081,            0.041513,           0.0057727,                   0,           0.0071488,           0.0071488,           0.0071488
                 290,            0.036381,           0.0052022,                   0,             0.92623,             0.83129,             0.88153,             0.44093,            0.041515,            0.005773,                   0,           0.0071389,           0.0071389,           0.0071389
                 291,             0.03631,           0.0051828,                   0,             0.92657,             0.83056,             0.88153,             0.44088,            0.041518,           0.0057725,                   0,            0.007129,            0.007129,            0.007129
                 292,            0.036425,           0.0051744,                   0,             0.92588,             0.83099,             0.88238,              0.4411,            0.041522,           0.0057733,                   0,           0.0071191,           0.0071191,           0.0071191
                 293,            0.036775,           0.0050913,                   0,             0.92523,             0.83096,             0.88228,             0.44099,            0.041529,           0.0057734,                   0,           0.0071092,           0.0071092,           0.0071092
                 294,            0.036442,           0.0051332,                   0,             0.92549,             0.83014,             0.88182,             0.44095,            0.041534,           0.0057725,                   0,           0.0070993,           0.0070993,           0.0070993
                 295,            0.036756,           0.0051202,                   0,             0.92413,              0.8315,             0.88254,             0.44098,            0.041538,           0.0057718,                   0,           0.0070894,           0.0070894,           0.0070894
                 296,            0.036284,           0.0050601,                   0,             0.92391,             0.83119,              0.8819,             0.44092,            0.041542,           0.0057707,                   0,           0.0070795,           0.0070795,           0.0070795
                 297,            0.036117,           0.0051567,                   0,             0.92499,             0.83088,             0.88177,             0.44101,            0.041544,           0.0057705,                   0,           0.0070696,           0.0070696,           0.0070696
                 298,            0.036178,           0.0050459,                   0,             0.92482,              0.8299,              0.8812,             0.44106,            0.041543,           0.0057694,                   0,           0.0070597,           0.0070597,           0.0070597
                 299,             0.03651,           0.0050669,                   0,             0.92492,              0.8315,             0.88075,             0.44129,            0.041543,           0.0057684,                   0,           0.0070498,           0.0070498,           0.0070498
                 300,            0.036121,           0.0050633,                   0,             0.92486,             0.83032,             0.88006,             0.44125,            0.041549,           0.0057682,                   0,           0.0070399,           0.0070399,           0.0070399
                 301,            0.036021,           0.0051405,                   0,             0.92449,              0.8315,             0.88035,             0.44108,            0.041556,           0.0057687,                   0,             0.00703,             0.00703,             0.00703
                 302,            0.036271,           0.0050179,                   0,             0.92606,             0.82919,              0.8797,              0.4408,            0.041566,           0.0057701,                   0,           0.0070201,           0.0070201,           0.0070201
                 303,             0.03588,           0.0049843,                   0,             0.92492,             0.83101,             0.88017,             0.44078,            0.041572,             0.00577,                   0,           0.0070102,           0.0070102,           0.0070102
                 304,            0.036291,           0.0050799,                   0,             0.92426,             0.83095,             0.88005,             0.44064,            0.041579,           0.0057696,                   0,           0.0070003,           0.0070003,           0.0070003
                 305,            0.036021,           0.0050838,                   0,             0.92476,             0.82993,             0.88022,             0.44032,            0.041582,           0.0057706,                   0,           0.0069904,           0.0069904,           0.0069904
                 306,            0.036161,            0.005088,                   0,             0.92467,             0.82962,             0.87986,             0.44029,            0.041583,           0.0057705,                   0,           0.0069805,           0.0069805,           0.0069805
                 307,            0.036297,           0.0052161,                   0,             0.92723,             0.82758,             0.87948,              0.4399,            0.041585,           0.0057714,                   0,           0.0069706,           0.0069706,           0.0069706
                 308,            0.035924,           0.0051272,                   0,             0.92776,             0.82805,             0.87902,             0.43975,            0.041585,           0.0057715,                   0,           0.0069607,           0.0069607,           0.0069607
                 309,            0.035758,           0.0050926,                   0,             0.92786,             0.82732,             0.87975,             0.43991,            0.041584,           0.0057708,                   0,           0.0069508,           0.0069508,           0.0069508
